airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
MLE,MLE,Male Intl,Male,Maldives,4.191833,73.529128,MVR,0.06342,16.3416
KDM,KDM,Kaadedhdhoo,Kaadedhdhoo,Maldives,0.4880555,72.995556,MVR,0.06342,16.3416
GAN,GAN,Gan Island Airport,Gan Island,Maldives,-0.693342,73.1556,MVR,0.06342,16.3416
HAQ,HAQ,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,6.74423,73.1705,MVR,0.06342,16.3416
KDO,KDO,Kadhdhoo Airport,Laamu Atoll,Maldives,1.85917,73.5219,MVR,0.06342,16.3416
MSI,MSI,Sun Island Airport,South Aari Atoll,Maldives,3.295,72.4814,MVR,0.06342,16.3416
VAM,VAM,Maamigili Airport,Maamigili,Maldives,3.4702,72.8344,MVR,0.06342,16.3416
IRU,IRU,Hilton Iru fushi,Maldives Hilton Iru fushi,Maldives,5.7435,73.3249,MVR,0.06342,16.3416
DHG,DHG,Dhigurah Centara Grand Maldives,Dhigurah,Maldives,3.5939,72.8834,MVR,0.06342,16.3416
GKK,GKK,Kooddoo,Kooddoo,Maldives,0.7308,73.433,MVR,0.06342,16.3416
BLZ,BLZ,Chileka Intl,Blantyre,Malawi,-15.679053,34.974014,MWK,0.002171,473.279
KGJ,KGJ,Karonga,Karonga,Malawi,-9.953569,33.893022,MWK,0.002171,473.279
LLW,LLW,Kamuzu Intl,Lilongwe,Malawi,-13.789378,33.781,MWK,0.002171,473.279
ZZU,ZZU,Mzuzu,Mzuzu,Malawi,-11.44475,34.011776,MWK,0.002171,473.279
CMK,CMK,Club Makokola Airport,Club Makokola,Malawi,-14.3069,35.1325,MWK,0.002171,473.279
LIX,LIX,Likoma Island Airport,Likoma Island,Malawi,-12.083,34.733001,MWK,0.002171,473.279
ACA,ACA,General Juan N Alvarez Intl,Acapulco,Mexico,16.757061,-99.753953,MXN,0.06138,16.3045
NTR,NTR,Del Norte Intl,Monterrey,Mexico,25.865572,-100.237239,MXN,0.06138,16.3045
AGU,AGU,Jesus Teran Intl,Aguascalientes,Mexico,21.705558,-102.317858,MXN,0.06138,16.3045
HUX,HUX,Bahias De Huatulco Intl,Huatulco,Mexico,15.775317,-96.262572,MXN,0.06138,16.3045
CVJ,CVJ,General Mariano Matamoros,Cuernavaca,Mexico,18.834764,-99.2613,MXN,0.06138,16.3045
CME,CME,Ciudad Del Carmen Intl,Ciudad Del Carmen,Mexico,18.653739,-91.799017,MXN,0.06138,16.3045
CUL,CUL,Culiacan Intl,Culiacan,Mexico,24.764547,-107.474717,MXN,0.06138,16.3045
CTM,CTM,Chetumal Intl,Chetumal,Mexico,18.504667,-88.326847,MXN,0.06138,16.3045
CEN,CEN,Ciudad Obregon Intl,Ciudad Obregon,Mexico,27.392639,-109.833111,MXN,0.06138,16.3045
CPE,CPE,Ingeniero Alberto Acuna Ongay Intl,Campeche,Mexico,19.816794,-90.500314,MXN,0.06138,16.3045
CJS,CJS,Abraham Gonzalez Intl,Ciudad Juarez,Mexico,31.636133,-106.428667,MXN,0.06138,16.3045
CUU,CUU,General R Fierro Villalobos Intl,Chihuahua,Mexico,28.702875,-105.964567,MXN,0.06138,16.3045
CVM,CVM,General Pedro Jose Mendez Intl,Ciudad Victoria,Mexico,23.703336,-98.956486,MXN,0.06138,16.3045
CZM,CZM,Cozumel Intl,Cozumel,Mexico,20.522403,-86.925644,MXN,0.06138,16.3045
DGO,DGO,Durango Intl,Durango,Mexico,24.124194,-104.528014,MXN,0.06138,16.3045
TPQ,TPQ,Tepic,Tepic,Mexico,21.419453,-104.842581,MXN,0.06138,16.3045
ESE,ESE,Ensenada,Ensenada,Mexico,31.795281,-116.602772,MXN,0.06138,16.3045
GDL,GDL,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,20.5218,-103.311167,MXN,0.06138,16.3045
GYM,GYM,General Jose Maria Yanez Intl,Guaymas,Mexico,27.968983,-110.925169,MXN,0.06138,16.3045
TCN,TCN,Tehuacan,Tehuacan,Mexico,18.497189,-97.419942,MXN,0.06138,16.3045
HMO,HMO,General Ignacio P Garcia Intl,Hermosillo,Mexico,29.095858,-111.047858,MXN,0.06138,16.3045
CLQ,CLQ,Colima,Colima,Mexico,19.277011,-103.577397,MXN,0.06138,16.3045
ISJ,ISJ,Isla Mujeres,Isla Mujeres,Mexico,21.245033,-86.739967,MXN,0.06138,16.3045
SLW,SLW,Plan De Guadalupe Intl,Saltillo,Mexico,25.549497,-100.928669,MXN,0.06138,16.3045
LZC,LZC,Lazaro Cardenas,Lazard Cardenas,Mexico,18.001731,-102.220525,MXN,0.06138,16.3045
LMM,LMM,Valle Del Fuerte Intl,Los Mochis,Mexico,25.685194,-109.080806,MXN,0.06138,16.3045
BJX,BJX,Guanajuato Intl,Del Bajio,Mexico,20.993464,-101.480847,MXN,0.06138,16.3045
LAP,LAP,General Manuel Marquez De Leon Intl,La Paz,Mexico,24.072694,-110.362475,MXN,0.06138,16.3045
LTO,LTO,Loreto Intl,Loreto,Mexico,25.989194,-111.348361,MXN,0.06138,16.3045
MAM,MAM,General Servando Canales Intl,Matamoros,Mexico,25.769894,-97.525311,MXN,0.06138,16.3045
MID,MID,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,20.936981,-89.657672,MXN,0.06138,16.3045
MXL,MXL,General Rodolfo Sanchez Taboada Intl,Mexicali,Mexico,32.630634,-115.241637,MXN,0.06138,16.3045
MLM,MLM,General Francisco J Mujica Intl,Morelia,Mexico,19.849944,-101.0255,MXN,0.06138,16.3045
MTT,MTT,Minatitlan,Minatitlan,Mexico,18.103419,-94.580681,MXN,0.06138,16.3045
LOV,LOV,Monclova Intl,Monclova,Mexico,26.955733,-101.470136,MXN,0.06138,16.3045
MEX,MEX,Licenciado Benito Juarez Intl,Mexico City,Mexico,19.436303,-99.072097,MXN,0.06138,16.3045
MTY,MTY,General Mariano Escobedo Intl,Monterrey,Mexico,25.778489,-100.106878,MXN,0.06138,16.3045
MZT,MZT,General Rafael Buelna Intl,Mazatlan,Mexico,23.161356,-106.266072,MXN,0.06138,16.3045
NOG,NOG,Nogales Intl,Nogales,Mexico,31.226083,-110.975831,MXN,0.06138,16.3045
NLD,NLD,Quetzalcoatl Intl,Nuevo Laredo,Mexico,27.443918,-99.57046,MXN,0.06138,16.3045
OAX,OAX,Xoxocotlan Intl,Oaxaca,Mexico,16.999906,-96.726639,MXN,0.06138,16.3045
PAZ,PAZ,Tajin,Poza Rico,Mexico,20.602671,-97.460839,MXN,0.06138,16.3045
PBC,PBC,Hermanos Serdan Intl,Puebla,Mexico,19.158144,-98.371447,MXN,0.06138,16.3045
PCA,PCA,Ingeniero Juan Guillermo Villasana,Pachuca,Mexico,20.0772,-98.782814,MXN,0.06138,16.3045
PPE,PPE,Puerto Penasco,Punta Penasco,Mexico,31.351878,-113.525728,MXN,0.06138,16.3045
PDS,PDS,Piedras Negras Intl,Piedras Negras,Mexico,28.627394,-100.535211,MXN,0.06138,16.3045
UPN,UPN,Licenciado Y Gen Ignacio Lopez Rayon,Uruapan,Mexico,19.396692,-102.039056,MXN,0.06138,16.3045
PVR,PVR,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,20.680083,-105.254167,MXN,0.06138,16.3045
PXM,PXM,Puerto Escondido Intl,Puerto Escondido,Mexico,15.876861,-97.089117,MXN,0.06138,16.3045
QRO,QRO,Queretaro Intercontinental,Queretaro,Mexico,20.617289,-100.185658,MXN,0.06138,16.3045
REX,REX,General Lucio Blanco Intl,Reynosa,Mexico,26.008908,-98.228513,MXN,0.06138,16.3045
SJD,SJD,Los Cabos Intl,San Jose Del Cabo,Mexico,23.15185,-109.721044,MXN,0.06138,16.3045
SLP,SLP,Ponciano Arriaga Intl,San Luis Potosi,Mexico,22.254303,-100.930806,MXN,0.06138,16.3045
TXA,TXA,Tlaxcala,Tlaxcala,Mexico,19.537964,-98.173467,MXN,0.06138,16.3045
TRC,TRC,Torreon Intl,Torreon,Mexico,25.568278,-103.410583,MXN,0.06138,16.3045
TGZ,TGZ,Angel Albino Corzo,Tuxtla Gutierrez,Mexico,16.561822,-93.026081,MXN,0.06138,16.3045
TIJ,TIJ,General Abelardo L Rodriguez Intl,Tijuana,Mexico,32.541064,-116.970158,MXN,0.06138,16.3045
TAM,TAM,General Francisco Javier Mina Intl,Tampico,Mexico,22.29645,-97.865931,MXN,0.06138,16.3045
TSL,TSL,Tamuin,Tamuin,Mexico,22.038292,-98.806503,MXN,0.06138,16.3045
TLC,TLC,Licenciado Adolfo Lopez Mateos Intl,Toluca,Mexico,19.337072,-99.566008,MXN,0.06138,16.3045
TAP,TAP,Tapachula Intl,Tapachula,Mexico,14.794339,-92.370025,MXN,0.06138,16.3045
CUN,CUN,Cancun Intl,Cancun,Mexico,21.036528,-86.877083,MXN,0.06138,16.3045
VSA,VSA,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,17.997,-92.817361,MXN,0.06138,16.3045
VER,VER,General Heriberto Jara Intl,Vera Cruz,Mexico,19.145931,-96.187267,MXN,0.06138,16.3045
ZCL,ZCL,General Leobardo C Ruiz Intl,Zacatecas,Mexico,22.897112,-102.68689,MXN,0.06138,16.3045
ZIH,ZIH,Ixtapa Zihuatanejo Intl,Zihuatanejo,Mexico,17.601569,-101.460536,MXN,0.06138,16.3045
ZMM,ZMM,Zamora,Zamora,Mexico,20.045036,-102.275955,MXN,0.06138,16.3045
ZLO,ZLO,Playa De Oro Intl,Manzanillo,Mexico,19.144778,-104.558631,MXN,0.06138,16.3045
SCX,SCX,Salina Cruz Naval Air Station,Salina Cruz,Mexico,16.2126,-95.2016,MXN,0.06138,16.3045
JAL,JAL,Lencero Airport,Jalapa,Mexico,19.475083,-96.797506,MXN,0.06138,16.3045
GUB,GUB,Guerrero Negro Airport,Guerrero Negro,Mexico,28.0261,-114.024,MXN,0.06138,16.3045
CUA,CUA,Ciudad Constitución Airport,Ciudad Constitución,Mexico,25.0538,-111.615,MXN,0.06138,16.3045
CYW,CYW,Captain Rogelio Castillo National Airport,Celaya,Mexico,20.545994,-100.88655,MXN,0.06138,16.3045
PVP,PVP,Palo Verde Airport,San Bruno,Mexico,27.093056,-112.098889,MXN,0.06138,16.3045
PCM,PCM,Playa del Carmen Airport,Playa del Carmen,Mexico,20.6225,-87.082221,MXN,0.06138,16.3045
BTU,BTU,Bintulu,Bintulu,Malaysia,3.12385,113.020472,MYR,0.2566,3.9024
KCH,KCH,Kuching Intl,Kuching,Malaysia,1.484697,110.346933,MYR,0.2566,3.9024
LMN,LMN,Limbang,Limbang,Malaysia,4.808303,115.010439,MYR,0.2566,3.9024
MUR,MUR,Marudi,Marudi,Malaysia,4.1775,114.321944,MYR,0.2566,3.9024
MYY,MYY,Miri,Miri,Malaysia,4.322014,113.986806,MYR,0.2566,3.9024
SBW,SBW,Sibu,Sibu,Malaysia,2.261603,111.985322,MYR,0.2566,3.9024
LDU,LDU,Lahad Datu,Lahad Datu,Malaysia,5.032247,118.324036,MYR,0.2566,3.9024
BKI,BKI,Kota Kinabalu Intl,Kota Kinabalu,Malaysia,5.937208,116.051181,MYR,0.2566,3.9024
LBU,LBU,Labuan,Labuan,Malaysia,5.300683,115.250181,MYR,0.2566,3.9024
TWU,TWU,Tawau,Tawau,Malaysia,4.313369,118.121953,MYR,0.2566,3.9024
AOR,AOR,Sultan Abdul Halim,Alor Setar,Malaysia,6.189667,100.398183,MYR,0.2566,3.9024
KBR,KBR,Sultan Ismail Petra,Kota Bahru,Malaysia,6.16685,102.293014,MYR,0.2566,3.9024
KUA,KUA,Kuantan,Kuantan,Malaysia,3.775389,103.209056,MYR,0.2566,3.9024
KTE,KTE,Kerteh,Kerteh,Malaysia,4.537222,103.426756,MYR,0.2566,3.9024
IPH,IPH,Sultan Azlan Shah,Ipoh,Malaysia,4.567972,101.092194,MYR,0.2566,3.9024
JHB,JHB,Sultan Ismail,Johor Bahru,Malaysia,1.641308,103.669619,MYR,0.2566,3.9024
KUL,KUL,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,2.745578,101.709917,MYR,0.2566,3.9024
LGK,LGK,Langkawi Intl,Pulau,Malaysia,6.329728,99.728667,MYR,0.2566,3.9024
MKZ,MKZ,Malacca,Malacca,Malaysia,2.263361,102.251553,MYR,0.2566,3.9024
TGG,TGG,Sultan Mahmud,Kuala Terengganu,Malaysia,5.382639,103.10336,MYR,0.2566,3.9024
PEN,PEN,Penang Intl,Penang,Malaysia,5.297139,100.276864,MYR,0.2566,3.9024
TOD,TOD,Pulau Tioman,Tioman,Malaysia,2.818183,104.160019,MYR,0.2566,3.9024
SZB,SZB,Subang-Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia,3.130583,101.549333,MYR,0.2566,3.9024
RDN,RDN,Redang,Redang,Malaysia,5.76528,103.007,MYR,0.2566,3.9024
MZV,MZV,Mulu,Mulu,Malaysia,4.048333,114.805,MYR,0.2566,3.9024
SDK,SDK,Sandakan,Sandakan,Malaysia,5.900897,118.059486,MYR,0.2566,3.9024
LBP,LBP,Long Banga Airport,Long Banga,Malaysia,3.18495,115.454,MYR,0.2566,3.9024
BLG,BLG,Belaga Airport,Belaga,Malaysia,2.65,113.767,MYR,0.2566,3.9024
LGL,LGL,Long Lellang Airport,Long Datih,Malaysia,3.421,115.154,MYR,0.2566,3.9024
ODN,ODN,Long Seridan Airport,Long Seridan,Malaysia,3.967,115.05,MYR,0.2566,3.9024
MKM,MKM,Mukah Airport,Mukah,Malaysia,2.90639,112.08,MYR,0.2566,3.9024
BKM,BKM,Bakalalan Airport,Bakalalan,Malaysia,3.974,115.618,MYR,0.2566,3.9024
LWY,LWY,Lawas Airport,Lawas,Malaysia,4.84917,115.408,MYR,0.2566,3.9024
BBN,BBN,Bario Airport,Bario,Malaysia,3.73389,115.479,MYR,0.2566,3.9024
TMG,TMG,Tomanggong Airport,Tomanggong,Malaysia,5.4,118.65,MYR,0.2566,3.9024
KUD,KUD,Kudat Airport,Kudat,Malaysia,6.9225,116.836,MYR,0.2566,3.9024
PKG,PKG,Pulau Pangkor Airport,Pangkor Island,Malaysia,4.24472,100.553,MYR,0.2566,3.9024
TGC,TGC,Tanjung Manis Airport,Tanjung Manis,Malaysia,2.17784,111.202,MYR,0.2566,3.9024
LKH,LKH,Long Akah Airport,Long Akah,Malaysia,3.3,114.783,MYR,0.2566,3.9024
LAC,LAC,Layang Layang Airport,Layang Layang Atoll,Malaysia,7.372222,113.841667,MYR,0.2566,3.9024
ZWR,ZWR,Kota Kinabalu Airport,Kota Kinabalu,Malaysia,11.1111,11.1111,MYR,0.2566,3.9024
XKL,XKL,Sentral,Kuala Lumpur,Malaysia,3.134,101.686,MYR,0.2566,3.9024
BEW,BEW,Beira,Beira,Mozambique,-19.796419,34.907556,MZN,0.02807,35.9438
INH,INH,Inhambane,Inhambane,Mozambique,-23.876431,35.408544,MZN,0.02807,35.9438
VXC,VXC,Lichinga,Lichinga,Mozambique,-13.273986,35.266262,MZN,0.02807,35.9438
MPM,MPM,Maputo,Maputo,Mozambique,-25.920836,32.572606,MZN,0.02807,35.9438
MZB,MZB,Mocimboa Da Praia,Mocimboa Da Praia,Mozambique,-11.361789,40.354875,MZN,0.02807,35.9438
MNC,MNC,Nacala,Nacala,Mozambique,-14.488233,40.71225,MZN,0.02807,35.9438
APL,APL,Nampula,Nampula,Mozambique,-15.105611,39.2818,MZN,0.02807,35.9438
POL,POL,Pemba,Pemba,Mozambique,-12.986753,40.522492,MZN,0.02807,35.9438
UEL,UEL,Quelimane,Quelimane,Mozambique,-17.8555,36.869106,MZN,0.02807,35.9438
TET,TET,Tete Chingodzi,Tete,Mozambique,-16.104817,33.640181,MZN,0.02807,35.9438
VNX,VNX,Vilankulo,Vilankulu,Mozambique,-22.018431,35.313297,MZN,0.02807,35.9438
VPY,VPY,Chimoio Airport,Chimoio,Mozambique,-19.151267,33.428958,MZN,0.02807,35.9438
BZB,BZB,Bazaruto Island Airport,Bazaruto Island,Mozambique,-21.542778,35.473056,MZN,0.02807,35.9438
BCW,BCW,Benguera Island Airport,Benguera Island,Mozambique,-21.849167,35.436944,MZN,0.02807,35.9438
IBL,IBL,Indigo Bay Lodge Airport,Indigo Bay Lodge,Mozambique,-21.707222,35.452222,MZN,0.02807,35.9438
FXO,FXO,Cuamba,Cuamba,Mozambique,-14.8175,36.528333,MZN,0.02807,35.9438
ABV,ABV,Nnamdi Azikiwe Intl,Abuja,Nigeria,9.006792,7.263172,NGN,0.00479,212.909
AKR,AKR,Akure,Akure,Nigeria,7.246739,5.301008,NGN,0.00479,212.909
BNI,BNI,Benin,Benin,Nigeria,6.316981,5.599503,NGN,0.00479,212.909
CBQ,CBQ,Calabar,Calabar,Nigeria,4.976019,8.347197,NGN,0.00479,212.909
ENU,ENU,Enugu,Enugu,Nigeria,6.474272,7.561961,NGN,0.00479,212.909
QUS,QUS,Gusau,Gusau,Nigeria,12.171667,6.696111,NGN,0.00479,212.909
IBA,IBA,Ibadan,Ibadan,Nigeria,7.362458,3.978333,NGN,0.00479,212.909
ILR,ILR,Ilorin,Ilorin,Nigeria,8.440211,4.493919,NGN,0.00479,212.909
JOS,JOS,Yakubu Gowon,Jos,Nigeria,9.639828,8.86905,NGN,0.00479,212.909
KAD,KAD,Kaduna,Kaduna,Nigeria,10.696025,7.320114,NGN,0.00479,212.909
KAN,KAN,Mallam Aminu Intl,Kano,Nigeria,12.047589,8.524622,NGN,0.00479,212.909
MIU,MIU,Maiduguri,Maiduguri,Nigeria,11.855347,13.08095,NGN,0.00479,212.909
MDI,MDI,Makurdi,Makurdi,Nigeria,7.703883,8.613939,NGN,0.00479,212.909
LOS,LOS,Murtala Muhammed,Lagos,Nigeria,6.577369,3.321156,NGN,0.00479,212.909
MXJ,MXJ,Minna New,Minna,Nigeria,9.652172,6.462256,NGN,0.00479,212.909
PHC,PHC,Port Harcourt Intl,Port Hartcourt,Nigeria,5.015494,6.949594,NGN,0.00479,212.909
SKO,SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria,12.916322,5.207189,NGN,0.00479,212.909
YOL,YOL,Yola,Yola,Nigeria,9.257553,12.430422,NGN,0.00479,212.909
ZAR,ZAR,Zaria,Zaria,Nigeria,11.130192,7.685806,NGN,0.00479,212.909
QOW,QOW,Imo Airport,Imo,Nigeria,5.42706,7.20603,NGN,0.00479,212.909
QRW,QRW,Warri Airport,Osubi,Nigeria,5.31,5.45,NGN,0.00479,212.909
BEF,BEF,Bluefields,Bluefields,Nicaragua,11.990961,-83.774086,NIO,0.03618,28.6473
MGA,MGA,Managua Intl,Managua,Nicaragua,12.141494,-86.168178,NIO,0.03618,28.6473
PUZ,PUZ,Puerto Cabezas,Puerto Cabezas,Nicaragua,14.047194,-83.386722,NIO,0.03618,28.6473
RNI,RNI,Corn Island Airport,Corn Island,Nicaragua,12.168611,-83.0675,NIO,0.03618,28.6473
BZA,BZA,Bonanza Airport,Bonanza,Nicaragua,14.041667,-84.630556,NIO,0.03618,28.6473
RFS,RFS,Rosita Airport,Rosita,Nicaragua,13.897222,-84.404722,NIO,0.03618,28.6473
SIU,SIU,Siuna Airport,Siuna,Nicaragua,13.716667,-84.776944,NIO,0.03618,28.6473
WSP,WSP,Waspam Airport,Waspam,Nicaragua,14.737778,-83.975833,NIO,0.03618,28.6473
AES,AES,Vigra,Alesund,Norway,62.560372,6.110164,NOK,0.1155,8.6683
ANX,ANX,Andenes,Andoya,Norway,69.2925,16.144167,NOK,0.1155,8.6683
ALF,ALF,Alta,Alta,Norway,69.976111,23.371667,NOK,0.1155,8.6683
BNN,BNN,Bronnoy,Bronnoysund,Norway,65.461111,12.2175,NOK,0.1155,8.6683
BOO,BOO,Bodo,Bodo,Norway,67.269167,14.365278,NOK,0.1155,8.6683
BGO,BGO,Flesland,Bergen,Norway,60.293386,5.218142,NOK,0.1155,8.6683
BJF,BJF,Batsfjord,Batsfjord,Norway,70.600278,29.6925,NOK,0.1155,8.6683
KRS,KRS,Kjevik,Kristiansand,Norway,58.204214,8.085369,NOK,0.1155,8.6683
BDU,BDU,Bardufoss,Bardufoss,Norway,69.055758,18.540356,NOK,0.1155,8.6683
EVE,EVE,Evenes,Harstad/Narvik,Norway,68.4913,16.678108,NOK,0.1155,8.6683
VDB,VDB,Leirin,Fagernes,Norway,61.015556,9.288056,NOK,0.1155,8.6683
FRO,FRO,Floro,Floro,Norway,61.583611,5.024722,NOK,0.1155,8.6683
OSL,OSL,Gardermoen,Oslo,Norway,60.193917,11.100361,NOK,0.1155,8.6683
HAU,HAU,Karmoy,Haugesund,Norway,59.345267,5.208364,NOK,0.1155,8.6683
HAA,HAA,Hasvik,Hasvik,Norway,70.486675,22.139744,NOK,0.1155,8.6683
KSU,KSU,Kvernberget,Kristiansund,Norway,63.111781,7.824522,NOK,0.1155,8.6683
KKN,KKN,Hoybuktmoen,Kirkenes,Norway,69.725781,29.891295,NOK,0.1155,8.6683
FAN,FAN,Lista,Farsund,Norway,58.099486,6.62605,NOK,0.1155,8.6683
MOL,MOL,Aro,Molde,Norway,62.744722,7.2625,NOK,0.1155,8.6683
MJF,MJF,Kjaerstad,Mosjoen,Norway,65.783997,13.214914,NOK,0.1155,8.6683
LKL,LKL,Banak,Lakselv,Norway,70.068814,24.973489,NOK,0.1155,8.6683
NTB,NTB,Notodden,Notodden,Norway,59.565683,9.212222,NOK,0.1155,8.6683
OLA,OLA,Orland,Orland,Norway,63.698908,9.604003,NOK,0.1155,8.6683
RRS,RRS,Roros,Roros,Norway,62.578411,11.342347,NOK,0.1155,8.6683
RYG,RYG,Moss,Rygge,Norway,59.378933,10.785389,NOK,0.1155,8.6683
LYR,LYR,Longyear,Svalbard,Norway,78.246111,15.465556,NOK,0.1155,8.6683
SKE,SKE,Geiteryggen,Skien,Norway,59.185,9.566944,NOK,0.1155,8.6683
SRP,SRP,Sorstokken,Stord,Norway,59.791925,5.34085,NOK,0.1155,8.6683
SSJ,SSJ,Stokka,Sandnessjoen,Norway,65.956828,12.468944,NOK,0.1155,8.6683
TOS,TOS,Langnes,Tromso,Norway,69.683333,18.918919,NOK,0.1155,8.6683
TRF,TRF,Torp,Sandefjord,Norway,59.186703,10.258628,NOK,0.1155,8.6683
TRD,TRD,Vaernes,Trondheim,Norway,63.457556,10.92425,NOK,0.1155,8.6683
SVG,SVG,Sola,Stavanger,Norway,58.876778,5.637856,NOK,0.1155,8.6683
GEN,GEN,Gardermoen Airport,Oslo,Norway,60.1939,11.1004,NOK,0.1155,8.6683
SKN,SKN,Skagen,Stokmarknes,Norway,68.580833,15.026111,NOK,0.1155,8.6683
HFT,HFT,Hammerfest Airport,Hammerfest,Norway,70.679722,23.668889,NOK,0.1155,8.6683
HVG,HVG,Valan,Honningsvag,Norway,70.99,25.83,NOK,0.1155,8.6683
MEH,MEH,Mehamn,Mehamn,Norway,71.029722,27.826667,NOK,0.1155,8.6683
VDS,VDS,Airport,Vadso,Norway,70.065,29.844,NOK,0.1155,8.6683
HOV,HOV,Hovden,Orsta-Volda,Norway,62.18,6.0742,NOK,0.1155,8.6683
NVK,NVK,Framnes,Narvik,Norway,68.435833,17.388056,NOK,0.1155,8.6683
BVG,BVG,Berlevag,Berlevag,Norway,70.866667,29,NOK,0.1155,8.6683
FBU,FBU,Fornebu,Oslo,Norway,59.883333,10.616667,NOK,0.1155,8.6683
FDE,FDE,Forde Bringeland,Forde,Norway,61.392,5.763,NOK,0.1155,8.6683
VRY,VRY,Værøy Heliport,Værøy,Norway,67.6667,12.6833,NOK,0.1155,8.6683
VAW,VAW,Svartnes Airport,Vardø,Norway,70.355392,31.044889,NOK,0.1155,8.6683
SOJ,SOJ,Sorkjosen Airport,Sorkjosen,Norway,69.7868,20.9594,NOK,0.1155,8.6683
SVJ,SVJ,Svolvær Helle Airport,Svolvær,Norway,68.2433,14.6692,NOK,0.1155,8.6683
SOG,SOG,Sogndal Airport,Sogndal,Norway,61.1561,7.13778,NOK,0.1155,8.6683
SDN,SDN,Anda Airport,Sandane,Norway,61.83,6.10583,NOK,0.1155,8.6683
RET,RET,Røst Airport,Røst,Norway,67.5278,12.1033,NOK,0.1155,8.6683
RVK,RVK,Ryum Airport,Rørvik,Norway,64.8383,11.1461,NOK,0.1155,8.6683
MQN,MQN,Røssvoll Airport,Mo i Rana,Norway,66.3639,14.3014,NOK,0.1155,8.6683
OSY,OSY,Namsos Høknesøra Airport,Namsos,Norway,64.4722,11.5786,NOK,0.1155,8.6683
LKN,LKN,Leknes Airport,Leknes,Norway,68.1525,13.6094,NOK,0.1155,8.6683
ZXB,ZXB,Jan Mayensfield,Jan Mayen,Norway,70.961111,-8.575833,NOK,0.1155,8.6683
HMR,HMR,Stafsberg Airport,Hamar,Norway,60.8181,11.068,NOK,0.1155,8.6683
BWA,BWA,Bhairahawa,Bhairawa,Nepal,27.505703,83.41625,NPR,0.00953,108.36
KTM,KTM,Tribhuvan Intl,Kathmandu,Nepal,27.696583,85.3591,NPR,0.00953,108.36
PKR,PKR,Pokhara,Pokhara,Nepal,28.200881,83.982056,NPR,0.00953,108.36
SIF,SIF,Simara,Simara,Nepal,27.159456,84.980122,NPR,0.00953,108.36
BIR,BIR,Biratnagar,Biratnagar,Nepal,26.481453,87.264036,NPR,0.00953,108.36
LUA,LUA,Lukla,Lukla,Nepal,27.687778,86.731389,NPR,0.00953,108.36
BHP,BHP,Bhojpur,Bhojpur,Nepal,27.14743,87.050819,NPR,0.00953,108.36
LDN,LDN,Lamidanda,Lamidanda,Nepal,27.253117,86.670044,NPR,0.00953,108.36
JMO,JMO,Jomsom,Jomsom,Nepal,28.782222,83.7225,NPR,0.00953,108.36
NGX,NGX,Manang,Manang,Nepal,28.633,84,NPR,0.00953,108.36
PPL,PPL,Phaplu,Phaplu,Nepal,27.517,86.6,NPR,0.00953,108.36
TMK,TMK,Thamkharka,Thamkharka,Nepal,27.052222,86.861944,NPR,0.00953,108.36
RUM,RUM,Rumjatar,Rumjatar,Nepal,27.303509,86.55043,NPR,0.00953,108.36
DNP,DNP,Tulsipur,Dang,Nepal,28.111111,82.294167,NPR,0.00953,108.36
RUK,RUK,Rukumkot,Rukumkot,Nepal,28.627,82.195,NPR,0.00953,108.36
JUM,JUM,Jumla,Jumla,Nepal,29.274167,82.193333,NPR,0.00953,108.36
HRJ,HRJ,Chaurjhari,Chaurjhari,Nepal,28,83.833,NPR,0.00953,108.36
TPJ,TPJ,Taplejung,Taplejung,Nepal,27.35,84.667,NPR,0.00953,108.36
TMI,TMI,Tumling Tar,Tumling Tar,Nepal,27.315,87.193333,NPR,0.00953,108.36
SKH,SKH,Surkhet,Surkhet,Nepal,28.586,81.636,NPR,0.00953,108.36
IMK,IMK,Simikot,Simikot,Nepal,29.971064,81.818932,NPR,0.00953,108.36
DOP,DOP,Dolpa,Dolpa,Nepal,28.985718,82.819145,NPR,0.00953,108.36
BJH,BJH,Bajhang,Bajhang,Nepal,29.53896,81.185364,NPR,0.00953,108.36
DHI,DHI,Dhangarhi,Dhangarhi,Nepal,28.753333,80.581944,NPR,0.00953,108.36
MWP,MWP,Mountain Airport,Mountain,Nepal,28,85.333,NPR,0.00953,108.36
BHR,BHR,Bharatpur Airport,Bharatpur,Nepal,27.6781,84.4294,NPR,0.00953,108.36
BDP,BDP,Chandragadhi Airport,Chandragarhi,Nepal,26.570822,88.079578,NPR,0.00953,108.36
MEY,MEY,Meghauli Airport,Meghauli,Nepal,27.583,84.233,NPR,0.00953,108.36
KEP,KEP,Nepalgunj Airport,Nepalgunj,Nepal,28.103633,81.667006,NPR,0.00953,108.36
RHP,RHP,Ramechhap,Ramechhap,Nepal,27.394005,86.06144,NPR,0.00953,108.36
