airportName,city,country,airportCode,lat,long,currency,currencyCode,toEuro,fromEuro
Imperial Co,Imperial,United States,IPL,32.834219,-115.578744,US Dollar,USD,0.9488,1.0541
Williamsport Rgnl,Williamsport,United States,IPT,41.241836,-76.921094,US Dollar,USD,0.9488,1.0541
Circle City Airport,Circle,United States,IRC,65.827778,-144.076111,US Dollar,USD,0.9488,1.0541
Kirksville Regional Airport,Kirksville,United States,IRK,40.0935,-92.5449,US Dollar,USD,0.9488,1.0541
Kissimmee Gateway Airport,Kissimmee,United States,ISM,28.289806,-81.437083,US Dollar,USD,0.9488,1.0541
Sloulin Fld Intl,Williston,United States,ISN,48.177939,-103.642347,US Dollar,USD,0.9488,1.0541
Kinston Regional Jetport,Kinston,United States,ISO,35.331389,-77.608889,US Dollar,USD,0.9488,1.0541
Long Island Mac Arthur,Islip,United States,ISP,40.79525,-73.100222,US Dollar,USD,0.9488,1.0541
Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,44.3606456,-89.8381412,US Dollar,USD,0.9488,1.0541
Ithaca Tompkins Rgnl,Ithaca,United States,ITH,42.491028,-76.458444,US Dollar,USD,0.9488,1.0541
Hilo Intl,Hilo,United States,ITO,19.721375,-155.048469,US Dollar,USD,0.9488,1.0541
Gogebic Iron County Airport,Ironwood,United States,IWD,46.5274747,-90.1313967,US Dollar,USD,0.9488,1.0541
West Houston,Houston,United States,IWS,29.818194,-95.672611,US Dollar,USD,0.9488,1.0541
Inyokern Airport,Inyokern,United States,IYK,35.658889,-117.829444,US Dollar,USD,0.9488,1.0541
Eastern Slopes Regional,Fryeburg,United States,IZG,43.9911389,-70.9478889,US Dollar,USD,0.9488,1.0541
Jackson Hole Airport,Jacksn Hole,United States,JAC,43.60733333,-110.73775,US Dollar,USD,0.9488,1.0541
Jackson Evers Intl,Jackson,United States,JAN,32.311167,-90.075889,US Dollar,USD,0.9488,1.0541
Jacksonville Intl,Jacksonville,United States,JAX,30.494056,-81.687861,US Dollar,USD,0.9488,1.0541
Jonesboro Muni,Jonesboro,United States,JBR,35.831708,-90.646417,US Dollar,USD,0.9488,1.0541
New Century AirCenter Airport,Olathe,United States,JCI,38.8309167,-94.8903056,US Dollar,USD,0.9488,1.0541
Jefferson City Memorial Airport,Jefferson City,United States,JEF,38.5912,-92.1561,US Dollar,USD,0.9488,1.0541
Jesup-Wayne County Airport,Jesup,United States,JES,31.553889,-81.8825,US Dollar,USD,0.9488,1.0541
John F Kennedy Intl,New York,United States,JFK,40.639751,-73.778925,US Dollar,USD,0.9488,1.0541
Grand Canyon Heliport,Grand Canyon,United States,JGC,35.96666666,-112.1333333,US Dollar,USD,0.9488,1.0541
Kapalua,Lahania-kapalua,United States,JHM,20.962936,-156.673031,US Dollar,USD,0.9488,1.0541
Chautauqua County-Jamestown,Jamestown,United States,JHW,42.153333,-79.258056,US Dollar,USD,0.9488,1.0541
Jack Edwards Airport,Gulf Shores,United States,JKA,30.2896389,-87.6717778,US Dollar,USD,0.9488,1.0541
Joplin Rgnl,Joplin,United States,JLN,37.151814,-94.498269,US Dollar,USD,0.9488,1.0541
Jamestown Regional Airport,Jamestown,United States,JMS,46.9297,-98.6782,US Dollar,USD,0.9488,1.0541
Juneau Intl,Juneau,United States,JNU,58.354972,-134.576278,US Dollar,USD,0.9488,1.0541
Johnston Atoll,Johnston Island,United States,JON,16.7286,-169.534,US Dollar,USD,0.9488,1.0541
Regional Airport,Joliet,United States,JOT,41.517778,-88.175556,US Dollar,USD,0.9488,1.0541
West 30th St. Heliport,New York,United States,JRA,40.7545,-74.0071,US Dollar,USD,0.9488,1.0541
Wall Street Heliport,New York,United States,JRB,40.701214,-74.009028,US Dollar,USD,0.9488,1.0541
John Murtha Johnstown-Cambria County Airport,Johnstown,United States,JST,40.316111,-78.833889,US Dollar,USD,0.9488,1.0541
Southern Wisconsin Regional Airport,Janesville,United States,JVL,42.62025,-89.0415556,US Dollar,USD,0.9488,1.0541
Reynolds Field,Jackson,United States,JXN,42.260556,-84.460556,US Dollar,USD,0.9488,1.0541
Plantation Airpark,Sylvania,United States,JYL,32.6452778,-81.5971111,US Dollar,USD,0.9488,1.0541
Leesburg Executive Airport,Leesburg,United States,JYO,39.078,-77.558,US Dollar,USD,0.9488,1.0541
Pickens County Airport,Jasper,United States,JZP,34.4534722,-84.4572222,US Dollar,USD,0.9488,1.0541
Wainwright As,Fort Wainwright,United States,K03,70.613378,-159.86035,US Dollar,USD,0.9488,1.0541
Burrello-Mechanicville Airport,Mechanicville,United States,K27,42.893133,-73.66845,US Dollar,USD,0.9488,1.0541
Sabetha Municipal,Sabetha,United States,K83,39.5425,-95.4677,US Dollar,USD,0.9488,1.0541
Kake Seaplane Base,Kake,United States,KAE,56.973056,-133.945556,US Dollar,USD,0.9488,1.0541
Kaltag Airport,Kaltag,United States,KAL,64.3191,-158.741,US Dollar,USD,0.9488,1.0541
Birch Creek Airport,Brich Creek,United States,KBC,66.256708,-145.815319,US Dollar,USD,0.9488,1.0541
Chignik Bay Seaplane Base,Chignik,United States,KBW,56.295556,-158.401398,US Dollar,USD,0.9488,1.0541
Coffman Cove Seaplane Base,Coffman Cove,United States,KCC,56.014722,-132.833889,US Dollar,USD,0.9488,1.0541
Chignik Lagoon Airport,Chignik Lagoon,United States,KCL,56.311111,-158.534167,US Dollar,USD,0.9488,1.0541
Chignik Lake Airport,Chignik Lake,United States,KCQ,56.255,-158.775278,US Dollar,USD,0.9488,1.0541
Kenmore Air Harbor Inc Seaplane Base,Kenmore,United States,KEH,47.7548,-122.259,US Dollar,USD,0.9488,1.0541
Ekwok Airport,Ekwok,United States,KEK,59.356944,-157.471111,US Dollar,USD,0.9488,1.0541
False Pass Airport,False Pass,United States,KFP,54.8475,-163.410278,US Dollar,USD,0.9488,1.0541
Koliganek Airport,Koliganek,United States,KGK,59.726667,-157.259444,US Dollar,USD,0.9488,1.0541
Grayling Airport,Grayling,United States,KGX,62.894444,-160.065,US Dollar,USD,0.9488,1.0541
Koyuk Alfred Adams Airport,Koyuk,United States,KKA,64.939444,-161.154167,US Dollar,USD,0.9488,1.0541
Kitoi Bay Seaplane Base,Kitoi Bay,United States,KKB,58.190833,-152.370556,US Dollar,USD,0.9488,1.0541
Kongiganak Airport,Kongiganak,United States,KKH,59.960833,-162.881111,US Dollar,USD,0.9488,1.0541
Kalskag Airport,Kalskag,United States,KLG,61.5363,-160.341,US Dollar,USD,0.9488,1.0541
Levelock Airport,Levelock,United States,KLL,59.128056,-156.858611,US Dollar,USD,0.9488,1.0541
Larsen Bay Airport,Larsen Bay,United States,KLN,57.535,-153.976667,US Dollar,USD,0.9488,1.0541
Kelso Longview,Kelso,United States,KLS,46.118,-122.898389,US Dollar,USD,0.9488,1.0541
Klawock Airport,Klawock,United States,KLW,55.579167,-133.076111,US Dollar,USD,0.9488,1.0541
Manokotak Airport,Manokotak,United States,KMO,58.990278,-159.05,US Dollar,USD,0.9488,1.0541
Moser Bay Seaplane Base,Moser Bay,United States,KMY,57.025556,-154.145833,US Dollar,USD,0.9488,1.0541
New Stuyahok Airport,New Stuyahok,United States,KNW,59.4499,-157.328,US Dollar,USD,0.9488,1.0541
Kona Intl At Keahole,Kona,United States,KOA,19.738767,-156.045631,US Dollar,USD,0.9488,1.0541
Kotlik Airport,Kotlik,United States,KOT,63.030556,-163.532778,US Dollar,USD,0.9488,1.0541
Olga Bay Seaplane Base,Olga Bay,United States,KOY,57.161389,-154.229722,US Dollar,USD,0.9488,1.0541
Ouzinkie Airport,Ouzinkie,United States,KOZ,57.922876,-152.500511,US Dollar,USD,0.9488,1.0541
Point Baker Seaplane Base,Point Baker,United States,KPB,56.351944,-133.6225,US Dollar,USD,0.9488,1.0541
Port Clarence Coast Guard Station,Port Clarence,United States,KPC,65.2537,-166.859,US Dollar,USD,0.9488,1.0541
Kipnuk Airport,Kipnuk,United States,KPN,59.933056,-164.030556,US Dollar,USD,0.9488,1.0541
Port Williams Seaplane Base,Port Williams,United States,KPR,58.49,-152.582222,US Dollar,USD,0.9488,1.0541
Perryville Airport,Perryville,United States,KPV,55.906667,-159.160833,US Dollar,USD,0.9488,1.0541
Port Bailey Seaplane Base,Port Bailey,United States,KPY,57.93,-153.040556,US Dollar,USD,0.9488,1.0541
Akutan Seaplane Base,Akutan,United States,KQA,54.1325,-165.785,US Dollar,USD,0.9488,1.0541
St Marys Airport,St Mary's,United States,KSM,62.0605,-163.302,US Dollar,USD,0.9488,1.0541
Thorne Bay Seaplane Base,Thorne Bay,United States,KTB,55.688056,-132.536667,US Dollar,USD,0.9488,1.0541
Ketchikan Intl,Ketchikan,United States,KTN,55.355556,-131.71375,US Dollar,USD,0.9488,1.0541
Brevig Mission Airport,Brevig Mission,United States,KTS,65.331389,-166.465833,US Dollar,USD,0.9488,1.0541
Kasigluk Airport,Kasigluk,United States,KUK,60.873333,-162.524444,US Dollar,USD,0.9488,1.0541
King Cove Airport,King Cove,United States,KVC,55.1163,-162.266,US Dollar,USD,0.9488,1.0541
Kivalina Airport,Kivalina,United States,KVL,67.7362,-164.563,US Dollar,USD,0.9488,1.0541
Kwigillingok Airport,Kwigillingok,United States,KWK,59.876389,-163.168611,US Dollar,USD,0.9488,1.0541
Quinhagak Airport,Quinhagak,United States,KWN,59.755,-161.845278,US Dollar,USD,0.9488,1.0541
West Point Village Seaplane Base,West Point,United States,KWP,57.77,-153.548889,US Dollar,USD,0.9488,1.0541
Kwethluk Airport,Kwethluk,United States,KWT,60.790278,-161.443611,US Dollar,USD,0.9488,1.0541
Karuluk Airport,Karluk,United States,KYK,57.566944,-154.450278,US Dollar,USD,0.9488,1.0541
Koyukuk Airport,Koyukuk,United States,KYU,64.875833,-157.730556,US Dollar,USD,0.9488,1.0541
Zachar Bay Seaplane Base,Zachar Bay,United States,KZB,57.55,-153.75,US Dollar,USD,0.9488,1.0541
Furnace Creek,Death Valley National Park,United States,L06,36.273,-116.515,US Dollar,USD,0.9488,1.0541
Big Bear City,Big Bear,United States,L35,34.2637778,-116.8560278,US Dollar,USD,0.9488,1.0541
Oceano County Airport,Oceano,United States,L52,35.10147222,-120.6223611,US Dollar,USD,0.9488,1.0541
Lamar Muni,Lamar,United States,LAA,38.069694,-102.6885,US Dollar,USD,0.9488,1.0541
Purude University Airport,Lafayette,United States,LAF,40.4123056,-86.9368889,US Dollar,USD,0.9488,1.0541
Lakeland Linder Regional Airport,Lakeland,United States,LAL,27.9889167,-82.0185556,US Dollar,USD,0.9488,1.0541
Los Alamos Airport,Los Alamos,United States,LAM,35.8798019,-106.2694153,US Dollar,USD,0.9488,1.0541
Capital City,Lansing,United States,LAN,42.7787,-84.587357,US Dollar,USD,0.9488,1.0541
Laramie Regional Airport,Laramie,United States,LAR,41.3121,-105.675,US Dollar,USD,0.9488,1.0541
Mc Carran Intl,Las Vegas,United States,LAS,36.080056,-115.15225,US Dollar,USD,0.9488,1.0541
Lawton-Fort Sill Regional Airport,Lawton,United States,LAW,34.5677144,-98.4166367,US Dollar,USD,0.9488,1.0541
Los Angeles Intl,Los Angeles,United States,LAX,33.942536,-118.408075,US Dollar,USD,0.9488,1.0541
Lubbock Preston Smith Intl,Lubbock,United States,LBB,33.663639,-101.822778,US Dollar,USD,0.9488,1.0541
Arnold Palmer Regional Airport,Latrobe,United States,LBE,40.2759,-79.4048,US Dollar,USD,0.9488,1.0541
North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,41.1262,-100.684,US Dollar,USD,0.9488,1.0541
Liberal Muni,Liberal,United States,LBL,37.044222,-100.95986,US Dollar,USD,0.9488,1.0541
Municipal Airport,Lumberton,United States,LBT,34.6098056,-79.0595556,US Dollar,USD,0.9488,1.0541
Lake Charles Rgnl,Lake Charles,United States,LCH,30.126112,-93.223335,US Dollar,USD,0.9488,1.0541
Rickenbacker Intl,Columbus,United States,LCK,39.813786,-82.927822,US Dollar,USD,0.9488,1.0541
Lake City Municipal Airport,Lake City,United States,LCQ,30.181944,-82.576944,US Dollar,USD,0.9488,1.0541
Linden Airport,Linden,United States,LDJ,40.6174472,-74.2445942,US Dollar,USD,0.9488,1.0541
Lebanon Municipal Airport,Lebanon,United States,LEB,43.6261,-72.3042,US Dollar,USD,0.9488,1.0541
Lewiston Maine,Lewiston,United States,LEW,44.0484728,-70.2835075,US Dollar,USD,0.9488,1.0541
Blue Grass,Lexington KY,United States,LEX,38.0365,-84.605889,US Dollar,USD,0.9488,1.0541
Langley Afb,Hampton,United States,LFI,37.082881,-76.360547,US Dollar,USD,0.9488,1.0541
Angelina Co,Lufkin,United States,LFK,31.234014,-94.75,US Dollar,USD,0.9488,1.0541
Lafayette Rgnl,Lafayette,United States,LFT,30.205278,-91.987611,US Dollar,USD,0.9488,1.0541
La Guardia,New York,United States,LGA,40.777245,-73.872608,US Dollar,USD,0.9488,1.0541
Long Beach,Long Beach,United States,LGB,33.817722,-118.151611,US Dollar,USD,0.9488,1.0541
LaGrange-Callaway Airport,LaGrange,United States,LGC,33.0088611,-85.0726111,US Dollar,USD,0.9488,1.0541
Logan-Cache,Logan,United States,LGU,41.791,-111.852,US Dollar,USD,0.9488,1.0541
Lake Hood Seaplane Base,Anchorage,United States,LHD,61.1866382,-149.9653918,US Dollar,USD,0.9488,1.0541
Lincoln Regional Airport Karl Harder Field,Lincoln,United States,LHM,38.9091667,-121.3513333,US Dollar,USD,0.9488,1.0541
William T. Piper Mem.,Lock Haven,United States,LHV,41.1357778,-77.4223056,US Dollar,USD,0.9488,1.0541
La Junta Muni,La Junta,United States,LHX,38.049719,-103.509431,US Dollar,USD,0.9488,1.0541
Lihue,Lihue,United States,LIH,21.975983,-159.338958,US Dollar,USD,0.9488,1.0541
Adams Fld,Little Rock,United States,LIT,34.729444,-92.224306,US Dollar,USD,0.9488,1.0541
Livingood Airport,Livingood,United States,LIV,65.531111,-148.541111,US Dollar,USD,0.9488,1.0541
Kenmore Air Harbor Seaplane Base,Seattle,United States,LKE,47.629,-122.339,US Dollar,USD,0.9488,1.0541
Kulik Lake Airport,Kulik Lake,United States,LKK,58.96591,-155.108089,US Dollar,USD,0.9488,1.0541
Lake Placid Airport,Lake Placid,United States,LKP,44.264444,-73.961944,US Dollar,USD,0.9488,1.0541
Klamath Falls Airport,Klamath Falls,United States,LMT,42.1561,-121.733,US Dollar,USD,0.9488,1.0541
Palm Beach Co Park,West Palm Beach,United States,LNA,26.593,-80.085056,US Dollar,USD,0.9488,1.0541
Lincoln,Lincoln,United States,LNK,40.850971,-96.75925,US Dollar,USD,0.9488,1.0541
Lost Nation Municipal Airport,Willoughby,United States,LNN,41.6840278,-81.38975,US Dollar,USD,0.9488,1.0541
Tri-County Regional Airport,Lone Rock,United States,LNR,43.211667,-90.181667,US Dollar,USD,0.9488,1.0541
Lancaster Airport,Lancaster,United States,LNS,40.1217,-76.2961,US Dollar,USD,0.9488,1.0541
Lanai,Lanai,United States,LNY,20.785611,-156.951419,US Dollar,USD,0.9488,1.0541
Lewis University Airport,Lockport,United States,LOT,41.606326,-88.083003,US Dollar,USD,0.9488,1.0541
Bowman Fld,Louisville,United States,LOU,38.228,-85.663722,US Dollar,USD,0.9488,1.0541
London-Corbin Airport-MaGee Field,London,United States,LOZ,37.0868889,-84.0773889,US Dollar,USD,0.9488,1.0541
Lompoc Airport,Lompoc,United States,LPC,34.6656,-120.4675,US Dollar,USD,0.9488,1.0541
Lorain County Regional Airport,Lorain-Elyria,United States,LPR,41.3442778,-82.1776389,US Dollar,USD,0.9488,1.0541
Lopez Island Airport,Lopez,United States,LPS,48.4839,-122.938,US Dollar,USD,0.9488,1.0541
Laredo Intl,Laredo,United States,LRD,27.54375,-99.461556,US Dollar,USD,0.9488,1.0541
Little Rock Afb,Jacksonville,United States,LRF,34.916944,-92.149722,US Dollar,USD,0.9488,1.0541
Mount Pleasant Regional-Faison Field,Mount Pleasant,United States,LRO,32.5387,-79.4697,US Dollar,USD,0.9488,1.0541
Las Cruces Intl,Las Cruces,United States,LRU,32.289417,-106.921972,US Dollar,USD,0.9488,1.0541
La Crosse Municipal,La Crosse,United States,LSE,43.878986,-91.256711,US Dollar,USD,0.9488,1.0541
Lawson Aaf,Fort Benning,United States,LSF,32.337322,-84.991283,US Dollar,USD,0.9488,1.0541
Nellis Afb,Las Vegas,United States,LSV,36.236197,-115.034253,US Dollar,USD,0.9488,1.0541
Altus Afb,Altus,United States,LTS,34.667067,-99.266681,US Dollar,USD,0.9488,1.0541
Luke Afb,Phoenix,United States,LUF,33.535,-112.38306,US Dollar,USD,0.9488,1.0541
Cincinnati Muni Lunken Fld,Cincinnati,United States,LUK,39.103333,-84.418611,US Dollar,USD,0.9488,1.0541
Kalaupapa Airport,Molokai,United States,LUP,21.211,-156.974,US Dollar,USD,0.9488,1.0541
Cape Lisburne Lrrs,Cape Lisburne,United States,LUR,68.875133,-166.110022,US Dollar,USD,0.9488,1.0541
Livermore Municipal,Livermore,United States,LVK,37.41362,-121.49133,US Dollar,USD,0.9488,1.0541
Mission Field Airport,Livingston-Montana,United States,LVM,45.6993889,-110.4483056,US Dollar,USD,0.9488,1.0541
Las Vegas Muni,Las Vegas,United States,LVS,35.654222,-105.142389,US Dollar,USD,0.9488,1.0541
South Haven Area Regional Airport,South Haven,United States,LWA,42.3511944,-86.2556389,US Dollar,USD,0.9488,1.0541
Greenbrier Valley Airport,Lewisburg,United States,LWB,37.858333,-80.399444,US Dollar,USD,0.9488,1.0541
Lawrence Municipal,Lawrence,United States,LWC,39.009167,-95.2175,US Dollar,USD,0.9488,1.0541
Lawrence Municipal Airport,Lawrence,United States,LWM,42.7171944,-71.1234167,US Dollar,USD,0.9488,1.0541
Lewiston Nez Perce Co,Lewiston,United States,LWS,46.3745,-117.015389,US Dollar,USD,0.9488,1.0541
Lewistown Municipal Airport,Lewistown,United States,LWT,47.0493,-109.467,US Dollar,USD,0.9488,1.0541
Mexia - Limestone County Airport,Mexia,United States,LXY,31.6411783,-96.5144594,US Dollar,USD,0.9488,1.0541
Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,37.3267,-79.2004,US Dollar,USD,0.9488,1.0541
Ely Municipal,Ely,United States,LYU,47.824444,-91.830833,US Dollar,USD,0.9488,1.0541
Gwinnett County Airport-Briscoe Field,Lawrenceville,United States,LZU,33.9780761,-83.9623772,US Dollar,USD,0.9488,1.0541
Desert Aire,Mattawa,United States,M94,46.4124,-119.5518,US Dollar,USD,0.9488,1.0541
Madera Municipal Airport,Madera,United States,MAE,36.9886111,-120.1124444,US Dollar,USD,0.9488,1.0541
Midland Intl,Midland,United States,MAF,31.942528,-102.201914,US Dollar,USD,0.9488,1.0541
Manistee County-Blacker Airport,Manistee,United States,MBL,44.2725,-86.246944,US Dollar,USD,0.9488,1.0541
Mbs Intl,Saginaw,United States,MBS,43.532913,-84.079647,US Dollar,USD,0.9488,1.0541
Mc Clellan Afld,Sacramento,United States,MCC,38.667639,-121.400611,US Dollar,USD,0.9488,1.0541
Mackinac Island Airport,Mackinac Island,United States,MCD,45.8649344,-84.637344,US Dollar,USD,0.9488,1.0541
Merced Municipal Airport,Merced,United States,MCE,37.284722,-120.513889,US Dollar,USD,0.9488,1.0541
Macdill Afb,Tampa,United States,MCF,27.849339,-82.521214,US Dollar,USD,0.9488,1.0541
McGrath Airport,Mcgrath,United States,MCG,62.9529,-155.606,US Dollar,USD,0.9488,1.0541
Kansas City Intl,Kansas City,United States,MCI,39.297606,-94.713905,US Dollar,USD,0.9488,1.0541
McCook Regional Airport,McCook,United States,MCK,40.206389,-100.592222,US Dollar,USD,0.9488,1.0541
McKinley National Park Airport,McKinley Park,United States,MCL,63.732757,-148.91129,US Dollar,USD,0.9488,1.0541
Middle Georgia Rgnl,Macon,United States,MCN,32.69285,-83.649211,US Dollar,USD,0.9488,1.0541
Orlando Intl,Orlando,United States,MCO,28.429394,-81.308994,US Dollar,USD,0.9488,1.0541
Mason City Municipal,Mason City,United States,MCW,43.2247,-93.4067,US Dollar,USD,0.9488,1.0541
Harrisburg Intl,Harrisburg,United States,MDT,40.193494,-76.763403,US Dollar,USD,0.9488,1.0541
Chicago Midway Intl,Chicago,United States,MDW,41.785972,-87.752417,US Dollar,USD,0.9488,1.0541
Midway Atoll,Midway,United States,MDY,28.201725,-177.380636,US Dollar,USD,0.9488,1.0541
Banks Airport,Swans Island,United States,ME5,44.1653889,-68.4281667,US Dollar,USD,0.9488,1.0541
Key Field,Meridian,United States,MEI,32.332624,-88.751868,US Dollar,USD,0.9488,1.0541
Memphis Intl,Memphis,United States,MEM,35.042417,-89.976667,US Dollar,USD,0.9488,1.0541
Castle,Merced,United States,MER,37.380481,-120.568189,US Dollar,USD,0.9488,1.0541
Mansfield Lahm Regional,Mansfield,United States,MFD,40.8214167,-82.5166389,US Dollar,USD,0.9488,1.0541
Mc Allen Miller Intl,Mcallen,United States,MFE,26.175833,-98.238611,US Dollar,USD,0.9488,1.0541
Marshfield Municipal Airport,Marshfield,United States,MFI,44.6368797,-90.1893267,US Dollar,USD,0.9488,1.0541
Rogue Valley Intl Medford,Medford,United States,MFR,42.374228,-122.8735,US Dollar,USD,0.9488,1.0541
Michigan City Municipal Airport,Michigan City,United States,MGC,41.7033,-86.8211,US Dollar,USD,0.9488,1.0541
Dobbins Arb,Marietta,United States,MGE,33.915382,-84.516319,US Dollar,USD,0.9488,1.0541
Orange County Airport,Montgomery,United States,MGJ,41.5099884,-74.2646444,US Dollar,USD,0.9488,1.0541
Montgomery Regional Airport ,MONTGOMERY,United States,MGM,32.3006389,-86.3939722,US Dollar,USD,0.9488,1.0541
Moultrie Municipal Airport,Moultrie,United States,MGR,31.0849167,-83.80325,US Dollar,USD,0.9488,1.0541
Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States,MGW,39.642908,-79.916314,US Dollar,USD,0.9488,1.0541
Dayton-Wright Brothers Airport,Dayton,United States,MGY,39.5889722,-84.2248611,US Dollar,USD,0.9488,1.0541
Manhattan Reigonal,Manhattan,United States,MHK,39.140972,-96.670833,US Dollar,USD,0.9488,1.0541
Minchumina Airport,Lake Minchumina,United States,MHM,63.886111,-152.301944,US Dollar,USD,0.9488,1.0541
Sacramento Mather,Sacramento,United States,MHR,38.553897,-121.297592,US Dollar,USD,0.9488,1.0541
Manchester Regional Airport,Manchester NH,United States,MHT,42.932556,-71.435667,US Dollar,USD,0.9488,1.0541
Mojave,Mojave,United States,MHV,35.059364,-118.151856,US Dollar,USD,0.9488,1.0541
Miami Intl,Miami,United States,MIA,25.79325,-80.290556,US Dollar,USD,0.9488,1.0541
Minot Afb,Minot,United States,MIB,48.415572,-101.357661,US Dollar,USD,0.9488,1.0541
Crystal Airport,Crystal,United States,MIC,45.0343,-93.2114,US Dollar,USD,0.9488,1.0541
Delaware County Airport,Muncie,United States,MIE,40.2424722,-85.39575,US Dollar,USD,0.9488,1.0541
Millville Muni,Millville,United States,MIV,39.367806,-75.072222,US Dollar,USD,0.9488,1.0541
Downtown,Kansas City,United States,MKC,39.1275,-94.598889,US Dollar,USD,0.9488,1.0541
General Mitchell Intl,Milwaukee,United States,MKE,42.947222,-87.896583,US Dollar,USD,0.9488,1.0541
Muskegon County Airport,Muskegon,United States,MKG,43.1695,-86.2382,US Dollar,USD,0.9488,1.0541
Molokai,Molokai,United States,MKK,21.152886,-157.096256,US Dollar,USD,0.9488,1.0541
Mc Kellar Sipes Rgnl,Jackson,United States,MKL,35.599889,-88.915611,US Dollar,USD,0.9488,1.0541
Davis Fld,Muskogee,United States,MKO,35.656489,-95.366656,US Dollar,USD,0.9488,1.0541
Melbourne Intl,Melbourne,United States,MLB,28.102753,-80.645258,US Dollar,USD,0.9488,1.0541
Mc Alester Rgnl,Mcalester,United States,MLC,34.882403,-95.783463,US Dollar,USD,0.9488,1.0541
Malad City,Malad City,United States,MLD,42.17,-112.289,US Dollar,USD,0.9488,1.0541
Quad City Intl,Moline,United States,MLI,41.448528,-90.507539,US Dollar,USD,0.9488,1.0541
Baldwin County Airport,Milledgeville,United States,MLJ,33.154225,-83.2414139,US Dollar,USD,0.9488,1.0541
Marshall Don Hunter Sr. Airport,Marshall,United States,MLL,61.8646418,-162.026111,US Dollar,USD,0.9488,1.0541
Frank Wiley Field,Miles City,United States,MLS,46.428,-105.886,US Dollar,USD,0.9488,1.0541
Millinocket Muni,Millinocket,United States,MLT,45.647836,-68.685561,US Dollar,USD,0.9488,1.0541
Monroe Rgnl,Monroe,United States,MLU,32.510864,-92.037689,US Dollar,USD,0.9488,1.0541
Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,64.9975,-150.644167,US Dollar,USD,0.9488,1.0541
Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,37.624049,-118.837772,US Dollar,USD,0.9488,1.0541
McMinn Co,Athens,United States,MMI,35.39919,-84.56177,US Dollar,USD,0.9488,1.0541
Morristown Municipal Airport,Morristown,United States,MMU,40.79935,-74.4148747,US Dollar,USD,0.9488,1.0541
Mc Minnville Muni,Mackminnville,United States,MMV,45.194444,-123.135944,US Dollar,USD,0.9488,1.0541
Menominee Marinette Twin Co,Macon,United States,MNM,45.12665,-87.638443,US Dollar,USD,0.9488,1.0541
Minto Airport,Minto,United States,MNT,65.143611,-149.37,US Dollar,USD,0.9488,1.0541
Manassas,Manassas,United States,MNZ,38.721389,-77.515556,US Dollar,USD,0.9488,1.0541
Mobile Rgnl,Mobile,United States,MOB,30.691231,-88.242814,US Dollar,USD,0.9488,1.0541
Modesto City Co Harry Sham,Modesto,United States,MOD,37.625817,-120.954422,US Dollar,USD,0.9488,1.0541
Minot Intl,Minot,United States,MOT,48.259378,-101.280333,US Dollar,USD,0.9488,1.0541
Mountain Village Airport,Mountain Village,United States,MOU,62.0954,-163.682,US Dollar,USD,0.9488,1.0541
Miami Seaplane Base,Miami,United States,MPB,25.7783,-80.1703,US Dollar,USD,0.9488,1.0541
MariposaYosemite,Mariposa,United States,MPI,37.3039,-120.0222,US Dollar,USD,0.9488,1.0541
Edward F Knapp State,Montpelier,United States,MPV,44.203503,-72.562328,US Dollar,USD,0.9488,1.0541
Macomb Municipal Airport,Macomb,United States,MQB,40.5200833,-90.6523889,US Dollar,USD,0.9488,1.0541
Dare County Regional,Manteo,United States,MQI,35.5514,-75.4173,US Dollar,USD,0.9488,1.0541
Sawyer International Airport,Marquette,United States,MQT,46.353611,-87.395278,US Dollar,USD,0.9488,1.0541
Eastern WV Regional Airport,Martinsburg,United States,MRB,39.2407,-77.591,US Dollar,USD,0.9488,1.0541
Merrill Fld,Anchorage,United States,MRI,61.213544,-149.844447,US Dollar,USD,0.9488,1.0541
Marco Islands,Marco Island Airport,United States,MRK,25.9950278,-81.6725278,US Dollar,USD,0.9488,1.0541
Foothills Regional Airport,Morganton,United States,MRN,35.8202336,-81.6115119,US Dollar,USD,0.9488,1.0541
Monterey Peninsula,Monterey,United States,MRY,36.587,-121.842944,US Dollar,USD,0.9488,1.0541
Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,34.7453,-87.6102,US Dollar,USD,0.9488,1.0541
Dane Co Rgnl Truax Fld,Madison,United States,MSN,43.139858,-89.337514,US Dollar,USD,0.9488,1.0541
Missoula Intl,Missoula,United States,MSO,46.916306,-114.090556,US Dollar,USD,0.9488,1.0541
Minneapolis St Paul Intl,Minneapolis,United States,MSP,44.881956,-93.221767,US Dollar,USD,0.9488,1.0541
Massena Intl Richards Fld,Massena,United States,MSS,44.935833,-74.845547,US Dollar,USD,0.9488,1.0541
Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,29.993389,-90.258028,US Dollar,USD,0.9488,1.0541
Selfridge Angb,Mount Clemens,United States,MTC,42.608333,-82.8355,US Dollar,USD,0.9488,1.0541
